id,Spell Link,Spell name,Spell School,Verbal Component,Somatic Component,Material Component,Arcane Focus Component,Divine Focus Component,XP Component,Rulebook name,Edition
2306,/spells/magic-of-incarnum--74/incarnum-arc--1830/,Incarnum Arc,/spells/schools/evocation/,Evocation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/magic-of-incarnum--74/,Magic of Incarnum,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2307,/spells/magic-of-incarnum--74/incarnum-bladestorm--1818/,Incarnum Bladestorm,/spells/schools/conjuration/,Conjuration,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/magic-of-incarnum--74/,Magic of Incarnum,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2308,/spells/magic-of-incarnum--74/incarnum-vigor--1842/,Incarnum Vigor,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/magic-of-incarnum--74/,Magic of Incarnum,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2309,/spells/magic-of-incarnum--74/incarnum-weapon--1819/,Incarnum Weapon,/spells/schools/conjuration/,Conjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/magic-of-incarnum--74/,Magic of Incarnum,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2310,/spells/players-handbook-v35--6/incendiary-cloud--2401/,Incendiary Cloud,/spells/schools/conjuration/,Conjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2311,/spells/complete-mage--58/incendiary-slime--784/,Incendiary Slime,/spells/schools/conjuration/,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-mage--58/,Complete Mage,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2312,/spells/complete-mage--58/incendiary-surge--824/,Incendiary Surge,/spells/schools/evocation/,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-mage--58/,Complete Mage,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2313,/spells/miniatures-handbook--75/incite--1964/,Incite,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/miniatures-handbook--75/,Miniatures Handbook,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2314,/spells/spell-compendium--86/incite--3892/,Incite,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2315,/spells/players-handbook-ii--80/incite-riot--2952/,Incite Riot,/spells/schools/enchantment/,Enchantment,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/players-handbook-ii--80/,Player's Handbook II,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2316,/spells/ghostwalk--94/incorporeal-disharmonics--1361/,Incorporeal Disharmonics,/spells/schools/evocation/,Evocation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,/rulebooks/supplementals-30--7/ghostwalk--94/,Ghostwalk,/rulebooks/supplementals-30--7/,Supplementals (3.0),
2317,/spells/libris-mortis-the-book-of-the-dead--71/incorporeal-enhancement--1482/,Incorporeal Enhancement,/spells/schools/necromancy/,Necromancy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2318,/spells/spell-compendium--86/incorporeal-enhancement--3893/,Incorporeal Enhancement,/spells/schools/necromancy/,Necromancy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2319,/spells/libris-mortis-the-book-of-the-dead--71/incorporeal-nova--1483/,Incorporeal Nova,/spells/schools/necromancy/,Necromancy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2320,/spells/spell-compendium--86/incorporeal-nova--3894/,Incorporeal Nova,/spells/schools/necromancy/,Necromancy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2321,/spells/players-handbook-ii--80/increase-virulence--3018/,Increase Virulence,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/players-handbook-ii--80/,Player's Handbook II,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2322,/spells/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/indifference--3390/,Indifference,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/,Supplementals (3.0),
2323,/spells/spell-compendium--86/indomitability--3895/,Indomitability,/spells/schools/abjuration/,Abjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2324,/spells/players-handbook-ii--80/inevitable-defeat--2953/,Inevitable Defeat,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/players-handbook-ii--80/,Player's Handbook II,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2325,/spells/complete-adventurer--54/infernal-threnody--401/,Infernal Threnody,/spells/schools/evocation/,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-adventurer--54/,Complete Adventurer,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2326,/spells/song-and-silence-a-guidebook-to-bards-and-rogues--48/infernal-threnody--3312/,Infernal Threnody,/spells/schools/evocation/,Evocation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/,Supplementals (3.0),
2327,/spells/spell-compendium--86/infernal-threnody--3905/,Infernal Threnody,/spells/schools/evocation/,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2328,/spells/spell-compendium--86/infernal-transformation--3906/,Infernal Transformation,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2329,/spells/spell-compendium--86/infernal-transformation-lesser--3907/,Infernal Transformation Lesser,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2330,/spells/planar-handbook--79/infernal-wound--2205/,Infernal Wound,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/planar-handbook--79/,Planar Handbook,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2331,/spells/spell-compendium--86/infernal-wound--3908/,Infernal Wound,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2332,/spells/magic-of-faerun--20/inferno--1765/,Inferno,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/,Magic of Faerun,/rulebooks/forgotten-realms-30--6/,Forgotten Realms (3.0),
2333,/spells/players-guide-to-faerun--22/inferno--2286/,Inferno,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/,,/rulebooks/forgotten-realms-35--4/,Forgotten Realms (3.5),
2334,/spells/spell-compendium--86/inferno--3909/,Inferno,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2335,/spells/tome-of-battle-the-book-of-nine-swords--88/inferno-blade--3581/,Inferno Blade,/spells/schools/desert-wind/,Desert Wind,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2336,/spells/tome-of-battle-the-book-of-nine-swords--88/inferno-blast--3582/,Inferno Blast,/spells/schools/desert-wind/,Desert Wind,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2337,/spells/complete-divine--56/infestation-of-maggots--722/,Infestation of Maggots,/spells/schools/necromancy/,Necromancy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-divine--56/,Complete Divine,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2338,/spells/magic-of-faerun--20/infestation-of-maggots--1714/,Infestation of Maggots,/spells/schools/necromancy/,Necromancy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/,Magic of Faerun,/rulebooks/forgotten-realms-30--6/,Forgotten Realms (3.0),
2339,/spells/spell-compendium--86/infestation-of-maggots--3910/,Infestation of Maggots,/spells/schools/necromancy/,Necromancy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2340,/spells/players-handbook-v35--6/inflict-critical-wounds--2743/,Inflict Critical Wounds,/spells/schools/necromancy/,Necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2341,/spells/players-handbook-v35--6/inflict-critical-wounds-mass--2744/,Inflict Critical Wounds Mass,/spells/schools/necromancy/,Necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2342,/spells/players-handbook-v35--6/inflict-light-wounds--2745/,Inflict Light Wounds,/spells/schools/necromancy/,Necromancy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2343,/spells/players-handbook-v35--6/inflict-light-wounds-mass--2746/,Inflict Light Wounds Mass,/spells/schools/necromancy/,Necromancy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2344,/spells/players-handbook-v35--6/inflict-minor-wounds--2747/,Inflict Minor Wounds,/spells/schools/necromancy/,Necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2345,/spells/players-handbook-v35--6/inflict-moderate-wounds--2748/,Inflict Moderate Wounds,/spells/schools/necromancy/,Necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2346,/spells/players-handbook-v35--6/inflict-moderate-wounds-mass--2749/,Inflict Moderate Wounds Mass,/spells/schools/necromancy/,Necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2347,/spells/players-handbook-v35--6/inflict-serious-wounds--2750/,Inflict Serious Wounds,/spells/schools/necromancy/,Necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2348,/spells/players-handbook-v35--6/inflict-serious-wounds-mass--2751/,Inflict Serious Wounds Mass,/spells/schools/necromancy/,Necromancy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2349,/spells/miniatures-handbook--75/inhibit--1965/,Inhibit,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/miniatures-handbook--75/,Miniatures Handbook,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2350,/spells/spell-compendium--86/inhibit--3911/,Inhibit,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2351,/spells/savage-species--47/inky-cloud--3197/,Inky Cloud,/spells/schools/conjuration/,Conjuration,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-30--7/savage-species--47/,Savage Species,/rulebooks/supplementals-30--7/,Supplementals (3.0),
2352,/spells/spell-compendium--86/inky-cloud--3912/,Inky Cloud,/spells/schools/conjuration/,Conjuration,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2353,/spells/fiendish-codex-i-hordes-of-the-abyss--66/inner-beauty--1164/,Inner Beauty,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,/rulebooks/supplementals-35--5/fiendish-codex-i-hordes-of-the-abyss--66/,Fiendish Codex I: Hordes of the Abyss,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2354,/spells/book-of-exalted-deeds--52/inquisition--49/,Inquisition,/spells/schools/enchantment/,Enchantment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2355,/spells/players-handbook-v35--6/insanity--2561/,Insanity,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2356,/spells/players-handbook-v35--6/insect-plague--2402/,Insect Plague,/spells/schools/conjuration/,Conjuration,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,/rulebooks/core-35--1/players-handbook-v35--6/,Player's Handbook v.3.5,/rulebooks/core-35--1/,Core (3.5),
2357,/spells/races-of-eberron--10/insidious-insight--4820/,Insidious Insight,/spells/schools/divination/,Divination,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/eberron-35--3/races-of-eberron--10/,Races of Eberron,/rulebooks/eberron-35--3/,Eberron (3.5),
2358,/spells/complete-adventurer--54/insidious-rhythm--392/,Insidious Rhythm,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-adventurer--54/,Complete Adventurer,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2359,/spells/song-and-silence-a-guidebook-to-bards-and-rogues--48/insidious-rhythm--3303/,Insidious Rhythm,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/,Supplementals (3.0),
2360,/spells/spell-compendium--86/insidious-rhythm--3913/,Insidious Rhythm,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2361,/spells/races-of-eberron--10/insidious-suggestion--4821/,Insidious Suggestion,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/eberron-35--3/races-of-eberron--10/,Races of Eberron,/rulebooks/eberron-35--3/,Eberron (3.5),
2362,/spells/players-handbook-ii--80/insight-of-good-fortune--2942/,Insight of Good Fortune,/spells/schools/divination/,Divination,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/players-handbook-ii--80/,Player's Handbook II,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2363,/spells/complete-adventurer--54/insightful-feint--377/,Insightful Feint,/spells/schools/divination/,Divination,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-adventurer--54/,Complete Adventurer,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2364,/spells/spell-compendium--86/insightful-feint--3782/,Insightful Feint,/spells/schools/divination/,Divination,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2365,/spells/tome-of-battle-the-book-of-nine-swords--88/insightful-strike--3627/,Insightful Strike,/spells/schools/diamond-mind/,Diamond Mind,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2366,/spells/tome-of-battle-the-book-of-nine-swords--88/insightful-strike-greater--3628/,Insightful Strike Greater,/spells/schools/diamond-mind/,Diamond Mind,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2367,/spells/races-of-destiny--81/insignia-of-alarm--3027/,Insignia of Alarm,/spells/schools/abjuration/,Abjuration,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,/rulebooks/supplementals-35--5/races-of-destiny--81/,Races of Destiny,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2368,/spells/races-of-destiny--81/insignia-of-blessing--3040/,Insignia of Blessing,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,/rulebooks/supplementals-35--5/races-of-destiny--81/,Races of Destiny,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2369,/spells/races-of-destiny--81/insignia-of-healing--3031/,Insignia of Healing,/spells/schools/conjuration/,Conjuration,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,/rulebooks/supplementals-35--5/races-of-destiny--81/,Races of Destiny,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2370,/spells/races-of-destiny--81/insignia-of-warding--3028/,Insignia of Warding,/spells/schools/abjuration/,Abjuration,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,/rulebooks/supplementals-35--5/races-of-destiny--81/,Races of Destiny,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2371,/spells/complete-adventurer--54/inspirational-boost--393/,Inspirational Boost,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-adventurer--54/,Complete Adventurer,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2372,/spells/spell-compendium--86/inspirational-boost--3914/,Inspirational Boost,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2373,/spells/book-of-exalted-deeds--52/inspired-aim--50/,Inspired Aim,/spells/schools/enchantment/,Enchantment,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2374,/spells/races-of-the-dragon--83/instant-diversion--3103/,Instant Diversion,/spells/schools/illusion/,Illusion,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/races-of-the-dragon--83/,Races of the Dragon,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2375,/spells/complete-adventurer--54/instant-locksmith--378/,Instant Locksmith,/spells/schools/divination/,Divination,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-adventurer--54/,Complete Adventurer,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2376,/spells/spell-compendium--86/instant-locksmith--3915/,Instant Locksmith,/spells/schools/divination/,Divination,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2377,/spells/forge-war--105/instant-power--3550/,Instant of Power,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/eberron-35--3/forge-war--105/,The Forge of War,/rulebooks/eberron-35--3/,Eberron (3.5),
2378,/spells/spell-compendium--86/instant-refuge--3916/,Instant Refuge,/spells/schools/evocation/,Evocation,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2379,/spells/complete-adventurer--54/instant-search--379/,Instant Search,/spells/schools/divination/,Divination,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-adventurer--54/,Complete Adventurer,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2380,/spells/spell-compendium--86/instant-search--3917/,Instant Search,/spells/schools/divination/,Divination,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2381,/spells/faiths-of-eberron--8/intensify-manifest-zone--4905/,Intensify Manifest Zone,/spells/schools/conjuration/,Conjuration,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,/rulebooks/eberron-35--3/faiths-of-eberron--8/,Faiths of Eberron,/rulebooks/eberron-35--3/,Eberron (3.5),
2382,/spells/complete-champion--57/interfaith-blessing--609/,Interfaith Blessing,/spells/schools/enchantment/,Enchantment,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,/rulebooks/supplementals-35--5/complete-champion--57/,Complete Champion,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2383,/spells/complete-mage--58/interminable-echo--840/,Interminable Echo,/spells/schools/illusion/,Illusion,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-mage--58/,Complete Mage,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2384,/spells/complete-arcane--55/internal-fire--505/,Internal Fire,/spells/schools/evocation/,Evocation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,/rulebooks/supplementals-35--5/complete-arcane--55/,Complete Arcane,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2385,/spells/oriental-adventures--96/internal-fire--2072/,Internal Fire,/spells/schools/evocation/,Evocation,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,/rulebooks/oriental-adventures--8/oriental-adventures--96/,Oriental Adventures,/rulebooks/oriental-adventures--8/,Oriental Adventures (3.0),
2386,/spells/manual-of-the-planes--43/interplanar-message--1860/,Interplanar Message,/spells/schools/evocation/,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-30--7/manual-of-the-planes--43/,Manual of the Planes,/rulebooks/supplementals-30--7/,Supplementals (3.0),
2387,/spells/spell-compendium--86/interplanar-message--3918/,Interplanar Message,/spells/schools/evocation/,Evocation,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2388,/spells/spell-compendium--86/rarys-interplanar-telepathic-bond--3919/,Interplanar Telepathic Bond,/spells/schools/divination/,Divination,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/spell-compendium--86/,Spell Compendium,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2389,/spells/players-handbook-ii--80/invest-heavy-protection--2926/,Invest Heavy Protection,/spells/schools/conjuration/,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/players-handbook-ii--80/,Player's Handbook II,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2390,/spells/players-handbook-ii--80/invest-light-protection--2927/,Invest Light Protection,/spells/schools/conjuration/,Conjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/players-handbook-ii--80/,Player's Handbook II,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2391,/spells/players-handbook-ii--80/invest-moderate-protection--2928/,Invest Moderate Protection,/spells/schools/conjuration/,Conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/players-handbook-ii--80/,Player's Handbook II,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2392,/spells/fiendish-codex-ii-tyrants-of-the-nine-hells--67/investiture-of-the-amnizu--1174/,Investiture of the Amnizu,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2393,/spells/fiendish-codex-ii-tyrants-of-the-nine-hells--67/investiture-of-the-barbed-devil--1175/,Investiture of the Barbed Devil,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/,Supplementals (3.5),
2394,/spells/fiendish-codex-ii-tyrants-of-the-nine-hells--67/investiture-of-the-bearded-devil--1176/,Investiture of the Bearded Devil,/spells/schools/transmutation/,Transmutation,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/,Supplementals (3.5),
