name,spanishName,id,type
Divine Metamagic,,736,feats
Divine Might,,737,feats
Divine Might,,738,feats
Divine Might,,739,feats
Divine Might,,740,feats
Divine Resistance,,741,feats
Divine Resistance,,742,feats
Divine Shield,,743,feats
Divine Shield,,744,feats
Divine Soultouch,,745,feats
Divine Spell Penetration,,746,feats
Divine Spell Power,,747,feats
Divine Spellshield,,748,feats
Divine Spirit,,749,feats
Divine Vengeance,,750,feats
Divine Vengeance,,751,feats
Divine Vengeance,,752,feats
Divine Vigor,,753,feats
Divine Vigor,,754,feats
Divine Vigor,,755,feats
Divine Ward,,756,feats
Divine Warrior,,757,feats
Diving Charge,,758,feats
Dodge,,759,feats
Domain Focus,,760,feats
Domain Spontaneity,,761,feats
Domain Spontaneity,,762,feats
Don Mantle,,763,feats
Doomspeak,,764,feats
Dorje Mastery,,765,feats
Dorje Mastery,,766,feats
Double Chakra,,767,feats
Double Draconic Aura,,768,feats
Double Draconic Aura,,769,feats
Double Hit,,770,feats
Double Steel Strike,,771,feats
Double Team,,772,feats
Double Wand Wielder,,773,feats
Draconian Breath Weapon,,774,feats
Draconic Arcane Grace,,775,feats
Draconic Archivist,,776,feats
Draconic Armor ,,777,feats
Draconic Aura,,778,feats
Draconic Bloodline,,779,feats
Draconic Breath,,780,feats
Draconic Breath,,781,feats
Draconic Claw,,782,feats
Draconic Claw,,783,feats
Draconic Flight,,784,feats
Draconic Flight,,785,feats
Draconic Heritage,,786,feats
Draconic Heritage,,787,feats
Draconic Heritage,,788,feats
Draconic Knowledge,,789,feats
Draconic Knowledge,,790,feats
Draconic Legacy,,791,feats
Draconic Legacy,,792,feats
Draconic Persuasion,,793,feats
Draconic Power,,794,feats
Draconic Power,,795,feats
Draconic Presence,,796,feats
Draconic Presence,,797,feats
Draconic Resistance,,798,feats
Draconic Resistance,,799,feats
Draconic Senses ,,800,feats
Draconic Skin,,801,feats
Draconic Skin,,802,feats
Draconic Toughness,,803,feats
Draconic Vigor ,,804,feats
Dragon Breath,,805,feats
Dragon Cohort,,806,feats
Dragon Familiar,,807,feats
Dragon Hunter,,808,feats
Dragon Hunter Bravery,,809,feats
Dragon Hunter Defense,,810,feats
Dragon Prophesier,,811,feats
Dragon Rage,,812,feats
Dragon Sight,,813,feats
Dragon Steed,,814,feats
Dragon Tail,,815,feats
Dragon Totem,,816,feats
Dragon Totem Focus,,817,feats
Dragon Totem Lorekeeper,,818,feats
Dragon Totem Scion,,819,feats
Dragon Trainer,,820,feats
Dragon Ward,,821,feats
Dragon Wild Shape,,822,feats
Dragon Wild Shape,,823,feats
Dragon Wings,,824,feats
Dragon&#39;s Insight,,825,feats
Dragon&#39;s Toughness,,826,feats
Dragonbane,,827,feats
Dragoncrafter,,828,feats
Dragondoom,,829,feats
Dragonfire Assault ,,830,feats
Dragonfire Channeling ,,831,feats
Dragonfire Inspiration ,,832,feats
Dragonfire Strike ,,833,feats
Dragonfoe,,834,feats
Dragonfriend,,835,feats
Dragonmark Adept,,836,feats
Dragonmark Battlestrike,,837,feats
Dragonmark Fist,,838,feats
Dragonmark Luck,,839,feats
Dragonmark Mastery,,840,feats
Dragonmark Prodigy,,841,feats
Dragonmark Rage,,842,feats
Dragonmark Smite,,843,feats
Dragonmark Spellturning,,844,feats
Dragonmark Visionary,,845,feats
Dragonmarked Summoner,,846,feats
Dragonsong,,847,feats
Dragonthrall,,848,feats
Dragonthrall,,849,feats
Dragontouched ,,850,feats
Dragonwrought,,851,feats
Draw From The Land,,852,feats
Dread Tyranny,,853,feats
Dreadful Wrath,,854,feats
Dream of Contact,,855,feats
Dream of Insight,,856,feats
Dream of Instinct,,857,feats
Dream of Perception,,858,feats
Dream of Strength,,859,feats
Dream of the Moment,,860,feats
Dream Scion,,861,feats
Dreamsight Elite,,862,feats
Dreamtelling,,863,feats
Drift Magic,,864,feats
Driving Attack,,865,feats
Dromite Barrier,,866,feats
Dromite Ray,,867,feats
Drow Eyes,,868,feats
Drow Scorpion Warrior,,869,feats
Drow Skirmisher,,870,feats
Drow Skirmisher,,871,feats
Drowning Glance,,872,feats
Druuth Slayer,,873,feats
Du&#39;ulora Ancestor,,874,feats
Dual Dorje,,875,feats
Dual Strike,,876,feats
Dual Strike,,877,feats
Duergar Expansion,,878,feats
Duergar Invisibility,,879,feats
Duergar Mindshaper,,880,feats
Duerran Metaform Training,,881,feats
Duerran Stealth Training,,882,feats
Dumb Luck ,,883,feats
Dungeoneer&#39;s Intuition,,884,feats
Durable Form,,885,feats
Dust Cloud,,886,feats
Dutiful Guardian,,887,feats
Dwarf&#39;s Toughness,,888,feats
Dwarven Armor Proficiency,,889,feats
Dwarven Urgrosh Mind Blade,,890,feats
Eagle Claw Attack,,891,feats
Eagle Claw Attack,,892,feats
Eagle Claw Attack,,893,feats
Eagle Tribe Vision,,894,feats
Eagle&#39;s Fury,,895,feats
Eagle&#39;s Wings,,896,feats
Earth Adept,,897,feats
Earth Bloodline,,898,feats
Earth Devotion,,899,feats
Earth Fist,,900,feats
Earth Heritage,,901,feats
Earth Master,,902,feats
Earth Power,,903,feats
Earth Sense,,904,feats
Earth Spell,,905,feats
Earth&#39;s Embrace,,906,feats
Earth&#39;s Embrace,,907,feats
Earth&#39;s Warding,,908,feats
Earthbound Spell,,909,feats
Earthquake Stomp,,910,feats
Easy Escape,,911,feats
Easygoing,,912,feats
Ecclesiarch,,913,feats
Echoing Spell ,,914,feats
Ectopic Form,,915,feats
Ectoplasm,,916,feats
Edgewalker Sentinel,,917,feats
Education,,918,feats
Education,,919,feats
Education,,920,feats
Education,,921,feats
Efficient Defender,,922,feats
Efficient Item Creation,,923,feats
Eilservs School,,924,feats
Einhander,,925,feats
Elan Repletion,,926,feats
Elan Resilience,,927,feats
Elan Resistance Enhanced,,928,feats
Elan Retainment,,929,feats
Eldeen Plantgrafter,,930,feats
Elder Giant Magic,,931,feats
Eldritch Corruption,,932,feats
Eldritch Dragonbane,,933,feats
Eldritch Erosion ,,934,feats
Eldritch Linguist,,935,feats
Eldritch Mark,,936,feats
Elemental Adept,,937,feats
Elemental Bloodline,,938,feats
Elemental Envoy,,939,feats
Elemental Essence,,940,feats
Elemental Grafter,,941,feats
Elemental Healing,,942,feats
Elemental Helmsman,,943,feats
Elemental Smite,,944,feats
Elemental Smiting,,945,feats
Elemental Spellcasting [Air],,946,feats
Elemental Spellcasting [Earth],,947,feats
Elemental Spellcasting [Fire],,948,feats
Elemental Spellcasting [Water],,949,feats
Elemental Theurgy,,950,feats
Elephant&#39;s Hide,,951,feats
Elf Dilettante,,952,feats
Elfhunter,,953,feats
Elusive target,,954,feats
Elven Spell Lore,,955,feats
Embed Spell Focus,,956,feats
Embody Energy,,957,feats
Empower Legacy,,958,feats
Empower Mystery,,959,feats
Empower Power,,960,feats
Empower Spell,,961,feats
Empower Spell-Like Ability,,962,feats
Empower Spell-Like Ability,,963,feats
Empower Spell-Like Ability,,964,feats
Empower Spell-Like Ability,,965,feats
Empower Spell-Like Ability,,966,feats
Empower Supernatural Ability,,967,feats
Empower Turning,,968,feats
Empower Turning,,969,feats
Empower Turning,,970,feats
Empower Turning,,971,feats
Empower Turning,,972,feats
Empower Utterance,,973,feats
Empowered Ability Damage,,974,feats
Empty Hand Mastery,,975,feats
Enchanting Song,,976,feats
Encode Stone,,977,feats
Endurance,,978,feats
Endure Blows,,979,feats
Endure Sunlight,,980,feats
Enduring Ki ,,981,feats
Enduring Life,,982,feats
Enduring Life,,983,feats
Enemy of Good,,984,feats
Energize Armor,,985,feats
Energize Armor,,986,feats
Energize Spell,,987,feats
Energy Abjuration,,988,feats
Energy Admixture,,989,feats
Energy Admixture,,990,feats
Energy Affinity,,991,feats
Energy Gestalt,,992,feats
Energy Resistance: Acid,,993,feats
Energy Resistance: Cold,,994,feats
Energy Resistance: Electricity,,995,feats
Energy Resistance: Fire,,996,feats
Energy Resistance: Sonic,,997,feats
Energy Substitution,,998,feats
Energy Substitution,,1000,feats
Energy Substitution,,1001,feats
Energy Substitution,,1002,feats
Energy Substitution,,1003,feats
Enervate Spell,,1004,feats
Enervating Touch,,1005,feats
Enervation Endurance,,1006,feats
Enervative Healing,,1007,feats
Enhance Effect,,1008,feats
Enhance Item,,1009,feats
Enhance Spell,,1010,feats
Enhance Spell,,1011,feats
Enhanced Adhesive,,1012,feats
Enhanced Beneficence,,1013,feats
Enhanced Power Sigils,,1014,feats
Enlarge Breath,,1015,feats
Enlarge Mucus Cloud,,1016,feats
Enlarge Mystery,,1017,feats
Enlarge Power,,1018,feats
Enlarge Power,,1019,feats
Enlarge Spell,,1020,feats
Enlarge Supernatural Ability,,1021,feats
Enlarge Utterance,,1022,feats
Enspell Familiar,,1023,feats
Entangling Exhalation,,1024,feats
Entangling Spell,,1025,feats
Envoy Cognizance,,1026,feats
Epic Combat Expertise,,1027,feats
Epic Counterspell,,1028,feats
Epic Devotion,,1029,feats
Epic Devotion,,1030,feats
Epic Dodge,,1031,feats
Epic Dodge,,1032,feats
Epic Endurance,,1033,feats
Epic Essentia 1,,1034,feats
Epic Essentia 2,,1035,feats
Epic Essentia 3,,1036,feats
Epic Essentia 4,,1037,feats
Epic Essentia 5,,1038,feats
Epic Expanded Knowledge,,1039,feats
Epic Fortitude,,1040,feats
Epic Fortitude,,1041,feats
Epic Improved Skirmish,,1042,feats
Epic Inspiration,,1043,feats
Epic Leadership,,1044,feats
Epic of the Lost King ,,1045,feats
Epic Prowess,,1046,feats
Epic Prowess,,1047,feats
Epic Psionic Focus,,1048,feats
Epic Reflexes,,1049,feats
Epic Reflexes,,1050,feats
Epic Reputation,,1051,feats
Epic Reputation,,1052,feats
Epic Skill Focus,,1053,feats
Epic Skill Focus,,1054,feats
Epic Speed,,1055,feats
Epic Spell Focus,,1056,feats
Epic Spell Focus,,1057,feats
Epic Spell Penetration,,1058,feats
Epic Spell Penetration,,1059,feats
Epic Spellcasting (Arcana),,1060,feats
Epic Spellcasting (Nature),,1061,feats
Epic Spellcasting (Religion),,1062,feats
Epic Spellfire Wielder,,1063,feats
Epic Sunder,,1064,feats
Epic Toughness,,1065,feats
Epic Toughness,,1066,feats
Epic Weapon Focus,,1067,feats
Epic Weapon Focus,,1068,feats
Epic Weapon Specialization,,1069,feats
Epic Will,,1070,feats
Epic Will,,1071,feats
Escape Attack,,1072,feats
Eschew Materials,,1073,feats
Eschew Materials,,1074,feats
Eschew Materials,,1075,feats
Eschew Materials,,1076,feats
Eschew Materials,,1077,feats
Eschew Materials,,1078,feats
Eschew Materials,,1079,feats
Etch Schema,,1080,feats
Eternal Strength,,1081,feats
Ethereal Sidestep,,1082,feats
Ethran,,1083,feats
Ethran,,1084,feats
Ettercap Berserker,,1085,feats
Euphoric Reduction,,1086,feats
Evasive Maneuvers,,1087,feats
Evasive Reflexes,,1088,feats
Evil Brand,,1089,feats
Evil Brand,,1090,feats
Evil Brand,,1091,feats
Evil Brand,,1092,feats
Evil Devotion,,1093,feats
Evil Embraced,,1094,feats
Eviscerator,,1095,feats
Evokers Mark,,1096,feats
Exalted Companion,,1097,feats
Exalted Smite,,1098,feats
Exalted Spell Resistance,,1099,feats
Exalted Turning,,1100,feats
Exalted Wild Shape,,1101,feats
Exceptional Artisan,,1102,feats
Exceptional Deflection,,1103,feats
Exhaled Barrier,,1104,feats
Exhaled Immunity,,1105,feats
Exotic Armor Proficiency,,1106,feats
Exotic Armor Proficiency (Heavy),,1107,feats
Exotic Armor Proficiency (Light),,1108,feats
Exotic Armor Proficiency (Medium),,1109,feats
Exotic Armour Proficiency (Heavy),,1110,feats
Exotic Armour Proficiency (Light),,1111,feats
Exotic Armour Proficiency (Medium),,1112,feats
Exotic Shield Proficiency,,1113,feats
Exotic Weapon Proficiency,,1114,feats
Expanded Aura of Courage,,1115,feats
Expanded Ki Pool,,1116,feats
Expanded Knowledge,,1117,feats
Expanded Possession,,1118,feats
Expanded Soulmeld Capacity,,1119,feats
Expeditious Dodge,,1120,feats
Expel Vestige,,1121,feats
Expert Siege Engineer,,1122,feats
Expert Swimmer,,1123,feats
Expert Tactician,,1124,feats
Expert Tactician,,1125,feats
Expert Tactician,,1126,feats
Expertise,,1127,feats
Explosive Spell,,1128,feats
Explosive Spell,,1129,feats
Extend Mystery,,1130,feats
Extend Power,,1131,feats
Extend Power,,1132,feats
Extend Rage,,1133,feats
Extend Rage,,1134,feats
Extend Spell,,1135,feats
Extend Spreading Breath,,1136,feats
Extend Supernatural Ability,,1137,feats
Extend Utterance,,1138,feats
Extended Life Span,,1139,feats
Extended Rage,,1140,feats
Extended Rage,,1141,feats
Extended Reach,,1142,feats
Extra Aura,,1143,feats
Extra Chakra Bind,,1144,feats
Extra Contacts,,1145,feats
Extra Domain Spell,,1146,feats
Extra Edge,,1147,feats
Extra Exhalation,,1148,feats
Extra favored Enemy,,1149,feats
Extra Favored Enemy,,1150,feats
Extra Followers,,1151,feats
Extra Granted Maneuver,,1152,feats
Extra Invocation,,1153,feats
Extra Item Space,,1154,feats
Extra Music,,1155,feats
Extra Music,,1156,feats
Extra Music,,1157,feats
Extra Music,,1158,feats
Extra Rage,,1159,feats
Extra Rage,,1160,feats
Extra Readied Maneuver,,1161,feats
Extra Rings,,1162,feats
Extra Shifter Trait,,1163,feats
Extra Shifter Trait,,1164,feats
Extra Shifter Trait,,1165,feats
Extra Silence,,1166,feats
Extra Slot,,1167,feats
Extra Slot,,1168,feats
Extra Slot,,1169,feats
Extra Smiting,,1170,feats
Extra Smiting (Smite Anything),,1171,feats
Extra Smiting (Smite Good),,1172,feats
Extra Smiting (Smite Mortals),,1173,feats
Extra Spell,,1174,feats
Extra Spell,,1175,feats
Extra Spell Secret,,1176,feats
Extra Stunning,,1177,feats
Extra Stunning Attacks,,1178,feats
Extra Turning,,1179,feats
Extra Wild Shape,,1180,feats
Extra Wild Shape,,1181,feats
Extra Wild Shape,,1182,feats
Extra Wild Shape,,1183,feats
Extract Demonic Essence,,1184,feats
Extraordinary Artisan,,1185,feats
Extraordinary Concentration,,1186,feats
Extraordinary Spell Aim,,1187,feats
Extraordinary Trapsmith,,1188,feats
Extreme Leap,,1189,feats
Eye of Medani,,1190,feats
Eyes in the Back of Your Head,,1191,feats
Eyes in the Back of Your Head,,1192,feats
Eyes in the Back of Your Head,,1193,feats
Eyes of Light,,1194,feats
Eyes of the Abyss,,1195,feats
Eyes to the sky,,1196,feats
Face-Changer,,1197,feats
Fade,,1198,feats
Fade Into Darkness,,1199,feats
Fade into Violence,,1200,feats
Faith in the Frost,,1201,feats
Faith Unswerving,,1202,feats
Falling Star Strike,,1203,feats
Falling Sun Attack,,1204,feats
False Pretenses,,1205,feats
False Theurgy,,1206,feats
Familiar Concentration,,1207,feats
Familiar Spell,,1208,feats
Familiar Spell,,1209,feats
Familiar Spell,,1210,feats
Far Horizons,,1211,feats
Far Shot,,1212,feats
Farsighted,,1213,feats
Fascinating Illumination,,1214,feats
Fast Healing,,1215,feats
Fast Healing,,1216,feats
Fast Wild Shape,,1217,feats
Fast Wild Shape,,1218,feats
Fast Wild Shape,,1219,feats
Faster Healing,,1220,feats
Faster Healing,,1221,feats
Favored,,1222,feats
Favored Critical,,1223,feats
Favored in Guild,,1224,feats
Favored in Guild,,1225,feats
Favored in House,,1226,feats
Favored Magic Foe ,,1227,feats
Favored Mystery,,1228,feats
Favored of the Companions,,1229,feats
Favored of the Zulkirs,,1230,feats
Favored Power Attack,,1231,feats
Favored Power Attack,,1232,feats
Favored Vestige,,1233,feats
Favored Vestige Focus,,1234,feats
Fearless,,1235,feats
Fearless Destiny,,1236,feats
Fearsome and Fearless,,1237,feats
Fearsome Necromancy,,1238,feats
Feeble,,1239,feats
Feign Weakness,,1240,feats
Fell Animate,,1241,feats
Fell Conspiracy,,1242,feats
Fell Drain,,1243,feats
Fell Energy Spell,,1244,feats
Fell Frighten,,1245,feats
Fell Shot,,1246,feats
Fell Shot,,1247,feats
Fell Weaken,,1248,feats
Feral Animal Companion,,1249,feats
Feral Mark,,1250,feats
Fey Bloodline,,1251,feats
Fey Heritage,,1252,feats
Fey Legacy,,1253,feats
Fey Power,,1254,feats
Fey Presence,,1255,feats
Fey Skin,,1256,feats
Fey&#39;s Fate,,1257,feats
Fiendish Bloodline,,1258,feats
Fiendish Bloodline,,1259,feats
Fiendish Heritage,,1260,feats
Fiendish Heritage,,1261,feats
Fiendish Legacy,,1262,feats
Fiendish Power,,1263,feats
Fiendish Presence,,1264,feats
Fiendish Resistance,,1265,feats
Fiendish Summoning Specialist,,1266,feats
Fiery Burst,,1267,feats
Fiery Fist,,1268,feats
Fiery Ki Defense,,1269,feats
Fiery Spell,,1270,feats
Filth Eater,,1271,feats
Filthy Outburst,,1272,feats
Final Strike,,1273,feats
Fine Wild Shape,,1274,feats
Fire Bloodline,,1275,feats
Fire Devotion,,1276,feats
Fire Heritage,,1277,feats
Fist of the Heavens,,1278,feats
Fists of Iron,,1279,feats
Fists of Iron,,1280,feats
Fists of Iron,,1281,feats
Flash Casting,,1282,feats
Flash Frost Spell,,1283,feats
Flay,,1284,feats
Flay Foe,,1285,feats
Fleet of Foot,,1286,feats
Fleet of Foot,,1287,feats
Fleet of Foot,,1288,feats
Fleet of Foot,,1289,feats
Flensing Strike,,1290,feats
Flick of the Wrist,,1291,feats
Flick of the Wrist,,1292,feats
Flick of the Wrist,,1293,feats
Fling Ally,,1294,feats
Fling Enemy,,1295,feats
Fling Enemy,,1296,feats
Flyby Attack,,1297,feats
Flyby Attack,,1298,feats
Flyby Attack,,1299,feats
Flyby Attack,,1300,feats
Flyby Attack,,1301,feats
Flyby Attack,,1302,feats
Flyby Attack,,1303,feats
Flyby Breath,,1304,feats
Flying Fish Leap,,1305,feats
Flying Kick,,1306,feats
Flying Kick,,1307,feats
Flying Tiger,,1308,feats
Focused,,1309,feats
Focused Antimagic,,1310,feats
Focused Lexicon,,1311,feats
Focused Mind,,1312,feats
Focused Perception,,1313,feats
Focused Shield,,1314,feats
Focused Shield,,1315,feats
Focused Skill User,,1316,feats
Focused Sunder,,1317,feats
Foe Hunter,,1318,feats
Foe Hunter,,1319,feats
Foe Hunter,,1320,feats
Foe Specialist,,1321,feats
Follower of the Scaly Way,,1322,feats
Font of Inspiration,,1323,feats
Font of Life,,1324,feats
Foot and Fist Mastery,,1325,feats
Forbidden Lore,,1326,feats
Force of Personality,,1327,feats
Force of Will,,1328,feats
Forceful Staff Style,,1329,feats
Forest Gnome Phantasist,,1330,feats
Forester,,1331,feats
Forester,,1332,feats
Forge Epic Ring,,1333,feats
Forge Ring,,1334,feats
Forgeheart,,1335,feats
Forked Tongue,,1336,feats
Formation Expert,,1337,feats
Fortify Spell,,1338,feats
Fortify Spell,,1339,feats
Fortuitous Strike ,,1340,feats
Fragile Construct,,1341,feats
Frail,,1342,feats
Frantic Rage,,1343,feats
Freerunner ,,1344,feats
Freezing The Lifeblood,,1345,feats
Freezing the Lifeblood,,1346,feats
Freezing Touch,,1347,feats
Friend of the Earth,,1348,feats
Friends of the Tribes,,1349,feats
Frightful Moan,,1350,feats
Frightful Presence,,1351,feats
Frightful Presence,,1352,feats
From Smite to Song,,1353,feats
Frostfell Prodigy,,1354,feats
Frozen Berserker,,1355,feats
Frozen Magic,,1356,feats
Frozen Wild Shape,,1357,feats
Full Manifestation,,1358,feats
Furious Charge,,1359,feats
Furious Inhalation,,1360,feats
Galifaran Scholar,,1361,feats
Gape of the Serpent,,1362,feats
Gape of the Serpent,,1363,feats
Gargantuan Wild Shape,,1364,feats
Gatekeeper initiate,,1365,feats
Gatekeepers Mark,,1366,feats
Generous Sacrifice,,1367,feats
Genie Lore,,1368,feats
Gestalt Anchor,,1369,feats
Gestalt Anchor,,1370,feats
Gestalt Might,,1371,feats
Ghost Attack,,1372,feats
Ghost Flight,,1373,feats
Ghost Glide,,1374,feats
Ghost Hand,,1375,feats
Ghost Healing,,1376,feats
Ghost Ride,,1377,feats
Ghost Scarred,,1378,feats
Ghost Smiting,,1379,feats
Ghost-Touch Spell,,1380,feats
Ghostly Grasp,,1381,feats
Giant Banemagic,,1382,feats
Giant&#39;s Toughness,,1383,feats
Giantbane,,1384,feats
Gift of Discernment,,1385,feats
Gift of Faith,,1386,feats
Gift of Grace,,1387,feats
Gift Of The Spider Queen,,1388,feats
Gift of Tongues,,1389,feats
Gift of Tongues,,1390,feats
Gifted General,,1391,feats
Githyanki Battlecaster,,1392,feats
Githyanki Charm,,1393,feats
Githyanki Control,,1394,feats
Githyanki Dismissal,,1395,feats
Githyanki Dragonrider ,,1396,feats
Githyanki Ectoform,,1397,feats
Githzerai Burst,,1398,feats
Githzerai Feedback,,1399,feats
Githzerai Knock,,1400,feats
Githzerai Link,,1401,feats
Gloom Razor,,1402,feats
Gloom Strike,,1403,feats
Glorious Weapons,,1404,feats
Gnoll Ferocity,,1405,feats
Gnome Foe Killer,,1406,feats
Gnome Tunnel Acrobatics,,1407,feats
Goad,,1408,feats
Goad,,1409,feats
Goad,,1410,feats
Godsight,,1411,feats
Gold Dragon Lineage ,,1412,feats
Gold Dwarf Dweomersmith,,1413,feats
Good Devotion,,1414,feats
Good Karma ,,1415,feats
Gorebrute Elite,,1416,feats
Grace of Ghallanda,,1417,feats
Graft Flesh,,1418,feats
Graft Flesh,,1419,feats
Graft Flesh,,1420,feats
Graft Illithid Flesh,,1421,feats
Graft Yuan-Ti Flesh,,1422,feats
Grand Malevolence,,1423,feats
Grappling Block,,1424,feats
Grass Trekker,,1425,feats
Great and Small,,1426,feats
Great Bite,,1427,feats
Great Captain,,1428,feats
Great Charisma,,1429,feats
Great Cleave,,1430,feats
Great Constitution,,1431,feats
Great Crafter,,1432,feats
Great Dexterity,,1433,feats
Great Diplomat,,1434,feats
Great Flyby Attack,,1435,feats
Great Fortitude,,1436,feats
Great Intelligence,,1437,feats
Great Ki Shout,,1438,feats
Great Rend,,1439,feats
Great Smiting,,1440,feats
Great Smiting (Smite Evil),,1441,feats
Great Smiting (Smite Good),,1442,feats
Great Stag Berserker,,1443,feats
Great Stamina,,1444,feats
Great Strength,,1445,feats
Great Sunder,,1446,feats
Great Teamwork,,1447,feats
Great Throw,,1448,feats
Great Wisdom,,1449,feats
Greater Aberrant Dragonmark,,1450,feats
Greater Cold Focus,,1451,feats
Greater Corrupt Spell Focus,,1452,feats
Greater Dragonmark,,1453,feats
Greater Heavy Armor Optimization,,1454,feats
Greater Kiai Shout,,1455,feats
Greater Legacy,,1456,feats
Greater Legacy,,1457,feats
Greater Manyshot,,1458,feats
Greater Mighty Roar,,1459,feats
Greater Multigrab,,1460,feats
Greater Multigrab,,1461,feats
Greater Multiweapon Fighting,,1462,feats
Greater Multiweapon Fighting,,1463,feats
Greater Multiweapon Fighting,,1464,feats
Greater Path Focus,,1465,feats
Greater Power Penetration,,1466,feats
Greater Power Penetration,,1467,feats
Greater Power Specialization,,1468,feats
Greater Powerful charge,,1469,feats
Greater Powerful charge,,1470,feats
Greater Psionic Endowment,,1471,feats
Greater Psionic Fist,,1472,feats
Greater Psionic Focus,,1473,feats
Greater Psionic Shot,,1474,feats
Greater Psionic Weapon,,1475,feats
Greater Resiliency,,1476,feats
Greater Resiliency,,1477,feats
Greater Shifter Defense,,1478,feats
Greater Spell Focus,,1479,feats
Greater Spell Focus,,1480,feats
Greater Spell Focus,,1481,feats
Greater Spell Focus,,1482,feats
Greater Spell Focus,,1483,feats
Greater Spell Penetration,,1484,feats
Greater Spell Penetration,,1485,feats
Greater Spell Penetration,,1486,feats
Greater Spell Penetration,,1487,feats
Greater Spell Penetration,,1488,feats
Greater Two-Weapon Defense,,1489,feats
Greater Two-Weapon Fighting,,1490,feats
Greater Two-Weapon Fighting,,1491,feats
Greater Two-Weapon Fighting,,1492,feats
Greater Two-Weapon Fighting,,1493,feats
Greater Weapon Focus,,1494,feats
Greater Weapon Specialization,,1495,feats
Greater Witchlight,,1496,feats
Green Bond,,1497,feats
Green Dragon Lineage,,1498,feats
Green Ear,,1499,feats
Green Ear,,1500,feats
Greenbound Summoning,,1501,feats
Greensinger Initiate,,1502,feats
Greensingers Mark,,1503,feats
Grell Alchemy,,1504,feats
Grenadier,,1505,feats
Grim Visage,,1506,feats
Grizzly&#39;s Claws,,1507,feats
Group Fake-Out,,1508,feats
Group Inspiration,,1509,feats
Group Inspiration,,1510,feats
Gruesome Finish,,1511,feats
Guardian Spirit,,1512,feats
Guerilla Scout,,1513,feats
Guerilla Warrior,,1514,feats
Guided Spell,,1515,feats
Guildmaster,,1516,feats
Haft Strike,,1517,feats
Half-Dragon Form ,,1518,feats
Half-Giant Stomp,,1519,feats
Half-Giant Thunderer,,1520,feats
Halruuan Adept,,1521,feats
Hammer and Piton,,1522,feats
Hammer Fist,,1523,feats
Hammer Fist,,1524,feats
Hammer&#39;s Edge,,1525,feats
Hamstring,,1526,feats
Hamstring,,1527,feats
Hand Crossbow Focus,,1528,feats
Hand of Tyr,,1529,feats
Hands of a Healer,,1530,feats
Hard of Hearing,,1531,feats
Hardened Flesh,,1532,feats
Hardy,,1533,feats
Harem Trained,,1534,feats
Harvester of Souls,,1535,feats
Hashalaq Ancestor,,1536,feats
Hasty Spirit,,1537,feats
Haunting Appearance,,1538,feats
Haunting Melody,,1539,feats
Haunting Melody,,1540,feats
Haunting Voice,,1541,feats
Hawk&#39;s Vision,,1542,feats
Hazing Strike,,1543,feats
Head Shot ,,1544,feats
Headlong Rush,,1545,feats
Heads Up,,1546,feats
Healer&#39;s Luck ,,1547,feats
Healing Devotion,,1548,feats
Healing Factor,,1549,feats
Healing Factor,,1550,feats
Healing Flames,,1551,feats
Healing Hands,,1552,feats
Healing Soul,,1553,feats
Healing Strike,,1554,feats
Hear The Unseen,,1555,feats
Heart of Dragons ,,1556,feats
Heart of Incarnum,,1557,feats
Heart of Siberys,,1558,feats
Heart of the Nabassu,,1559,feats
Heat Endurance,,1560,feats
Heat Tolerance,,1561,feats
Heavy Armor Optimization,,1562,feats
Heavy Lithoderms,,1563,feats
Heavyweight Wings,,1564,feats
Heighten Breath,,1565,feats
Heighten Power,,1566,feats
Heighten Spell,,1567,feats
Heighten Spell-like ability,,1568,feats
Heighten Turning,,1569,feats
Heighten Turning,,1570,feats
Heighten Turning,,1571,feats
Heighten Turning,,1572,feats
Hellbound knight,,1573,feats
Hellsworn,,1574,feats
Heretic of the Faith,,1575,feats
Heroic Channeling,,1576,feats
Heroic Companion,,1577,feats
Heroic Destiny,,1578,feats
Heroic Devotion,,1579,feats
Heroic Focus,,1580,feats
Heroic Metamagic,,1581,feats
Heroic Spirit,,1582,feats
Hibernate,,1583,feats
Hidden Blade,,1584,feats
Hidden Strength,,1585,feats
Hidden Talent,,1586,feats
Hide Power,,1587,feats
High Sword Low Axe,,1588,feats
Highborn Drow,,1589,feats
Highborn Drow,,1590,feats
Highborn Drow,,1591,feats
Hin Wandermage,,1592,feats
Hindering Opportunist,,1593,feats
Hindering Song,,1594,feats
Hold the Line,,1595,feats
Hold the Line,,1596,feats
Hold the Line,,1597,feats
Hold the Line,,1598,feats
Holy Ki Strike,,1599,feats
Holy Potency,,1600,feats
Holy Radiance,,1601,feats
Holy Strike,,1602,feats
Holy Strike,,1603,feats
Holy Subdual,,1604,feats
Holy Warrior,,1605,feats
Honest,,1606,feats
Honest Merchant,,1607,feats
Honor bound,,1608,feats
Horrific Appearance,,1609,feats
Horse Nomad,,1610,feats
Horse Nomad,,1611,feats
Host Focus,,1612,feats
Hostile Mind,,1613,feats
Hostile Mind Improved,,1614,feats
Hover,,1615,feats
Hover,,1616,feats
Hover,,1617,feats
Hulking Brute,,1618,feats
Human Heritage,,1619,feats
Hunters Mark,,1620,feats
Hurling Charge,,1621,feats
Hurricane Breath,,1622,feats
Hyena Tribe Hunter,,1623,feats
