Feat, featLink, book, bookLink
Greater Spell Focus,/feats/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/greater-spell-focus--1303/,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
Greater Spell Penetration,/feats/deities-and-demigods--39/greater-spell-penetration--1304/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
Greater Spell Penetration,/feats/forgotten-realms-campaign-setting--19/greater-spell-penetration--1305/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Greater Spell Penetration,/feats/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/greater-spell-penetration--1307/,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
Greater Spell Penetration,/feats/players-handbook-v35--6/greater-spell-penetration--3405/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Greater Spell Penetration,/feats/epic-level-handbook--41/greater-spell-penetration--3648/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Greater Two-Weapon Defense,/feats/complete-warrior--61/greater-two-weapon-defense--1308/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Greater Two-Weapon Fighting,/feats/deities-and-demigods--39/greater-two-weapon-fighting--1309/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
Greater Two-Weapon Fighting,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/greater-two-weapon-fighting--1310/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Greater Two-Weapon Fighting,/feats/players-handbook-v35--6/greater-two-weapon-fighting--1311/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Greater Two-Weapon Fighting,/feats/epic-level-handbook--41/greater-two-weapon-fighting--3649/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Greater Weapon Focus,/feats/players-handbook-v35--6/greater-weapon-focus--1312/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Greater Weapon Specialization,/feats/players-handbook-v35--6/greater-weapon-specialization--1313/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Greater Witchlight,/feats/ghostwalk--94/greater-witchlight--3552/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Green Bond,/feats/ghostwalk--94/green-bond--3553/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Green Dragon Lineage,/feats/dragon-magic--62/green-dragon-lineage--1314/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
Green Ear,/feats/complete-adventurer--54/green-ear--1315/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Green Ear,/feats/song-and-silence-a-guidebook-to-bards-and-rogues--48/green-ear--1316/,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
Greenbound Summoning,/feats/lost-empires-of-faerun--30/greenbound-summoning--1317/,Lost Empires of Faerun,/rulebooks/forgotten-realms-35--4/lost-empires-of-faerun--30/
Greensinger Initiate,/feats/eberron-campaign-setting--12/greensinger-initiate--1318/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Greensingers Mark,/feats/dragonmarked--7/greensingers-mark--1319/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Grell Alchemy,/feats/lords-of-madness--72/grell-alchemy--1320/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
Grenadier,/feats/players-handbook-ii--80/grenadier--1321/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Grim Visage,/feats/races-of-faerun--23/grim-visage--1322/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Grizzly&#39;s Claws,/feats/complete-divine--56/grizzlys-claws--1323/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Group Fake-Out,/feats/complete-scoundrel--60/group-fake-out--3288/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Group Inspiration,/feats/complete-adventurer--54/group-inspiration--1324/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Group Inspiration,/feats/epic-level-handbook--41/group-inspiration--1325/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Gruesome Finish,/feats/exemplars-of-evil--64/gruesome-finish--1326/,Exemplars of Evil,/rulebooks/supplementals-35--5/exemplars-of-evil--64/
Guardian Spirit,/feats/complete-arcane--55/guardian-spirit--1327/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Guerilla Scout,/feats/heroes-of-battle--69/guerilla-scout--1328/,Heroes of Battle,/rulebooks/supplementals-35--5/heroes-of-battle--69/
Guerilla Warrior,/feats/heroes-of-battle--69/guerilla-warrior--1329/,Heroes of Battle,/rulebooks/supplementals-35--5/heroes-of-battle--69/
Guided Spell,/feats/dragon-compendium--109/guided-spell--3364/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Guildmaster,/feats/dungeon-masters-guide-ii--40/guildmaster--3194/,Dungeon Master&#39;s Guide II,/rulebooks/supplementals-35--5/dungeon-masters-guide-ii--40/
Haft Strike,/feats/dragon-compendium--109/haft-strike--3365/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Half-Dragon Form ,/feats/dragons-ebberon--112/half-dragon-form--3586/,Dragons of Ebberon,/rulebooks/eberron-35--3/dragons-ebberon--112/
Half-Giant Stomp,/feats/complete-psionic--59/half-giant-stomp--1330/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Half-Giant Thunderer,/feats/complete-psionic--59/half-giant-thunderer--1331/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Halruuan Adept,/feats/shining-south--25/halruuan-adept--1332/,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
Hammer and Piton,/feats/dungeonscape--63/hammer-and-piton--1333/,Dungeonscape,/rulebooks/supplementals-35--5/dungeonscape--63/
Hammer Fist,/feats/races-of-faerun--23/hammer-fist--1334/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Hammer Fist,/feats/dragon-compendium--109/hammer-fist--3366/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Hammer&#39;s Edge,/feats/complete-warrior--61/hammers-edge--1335/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Hamstring,/feats/complete-warrior--61/hamstring--1336/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Hamstring,/feats/song-and-silence-a-guidebook-to-bards-and-rogues--48/hamstring--1337/,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
Hand Crossbow Focus,/feats/drow-of-the-underdark--93/hand-crossbow-focus--3426/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Hand of Tyr,/feats/city-of-splendors-waterdeep--16/hand-of-tyr--1338/,City of Splendors: Waterdeep,/rulebooks/forgotten-realms-35--4/city-of-splendors-waterdeep--16/
Hands of a Healer,/feats/book-of-exalted-deeds--52/hands-of-a-healer--1339/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Hard of Hearing,/feats/unearthed-arcana--90/hard-of-hearing--1340/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Hardened Flesh,/feats/libris-mortis-the-book-of-the-dead--71/hardened-flesh--1341/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Hardy,/feats/unearthed-arcana--90/hardy--1342/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Harem Trained,/feats/races-of-faerun--23/harem-trained--1343/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Harvester of Souls,/feats/elder-evils--110/harvester-souls--3517/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
Hashalaq Ancestor,/feats/players-guide-to-eberron--13/hashalaq-ancestor--1344/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Hasty Spirit,/feats/complete-mage--58/hasty-spirit--1345/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Haunting Appearance,/feats/ghostwalk--94/haunting-appearance--3537/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Haunting Melody,/feats/eberron-campaign-setting--12/haunting-melody--1346/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Haunting Melody,/feats/heroes-of-horror--70/haunting-melody--1347/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Haunting Voice,/feats/ghostwalk--94/haunting-voice--3554/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Hawk&#39;s Vision,/feats/complete-adventurer--54/hawks-vision--1348/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Hazing Strike,/feats/secrets-of-sarlona--14/hazing-strike--1349/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
Head Shot ,/feats/complete-scoundrel--60/head-shot--1350/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Headlong Rush,/feats/races-of-faerun--23/headlong-rush--1351/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Heads Up,/feats/dragon-compendium--109/heads--3367/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Healer&#39;s Luck ,/feats/complete-scoundrel--60/healers-luck--1352/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Healing Devotion,/feats/complete-champion--57/healing-devotion--1353/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Healing Factor,/feats/eberron-campaign-setting--12/healing-factor--1354/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Healing Factor,/feats/monster-manual-iii--76/healing-factor--1355/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
Healing Flames,/feats/races-of-faerun--23/healing-flames--1356/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Healing Hands,/feats/complete-scoundrel--60/healing-hands--3289/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Healing Soul,/feats/magic-of-incarnum--74/healing-soul--1357/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Healing Strike,/feats/dragonmarked--7/healing-strike--1358/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Hear The Unseen,/feats/complete-adventurer--54/hear-the-unseen--1359/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Heart of Dragons ,/feats/dragon-magic--62/heart-of-dragons--1360/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
Heart of Incarnum,/feats/magic-of-incarnum--74/heart-of-incarnum--1361/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Heart of Siberys,/feats/dragonmarked--7/heart-of-siberys--1362/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Heart of the Nabassu,/feats/fiendish-codex-i-hordes-of-the-abyss--66/heart-of-the-nabassu--1363/,Fiendish Codex I: Hordes of the Abyss,/rulebooks/supplementals-35--5/fiendish-codex-i-hordes-of-the-abyss--66/
Heat Endurance,/feats/sandstorm--85/heat-endurance--1364/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Heat Tolerance,/feats/shining-south--25/heat-tolerance--1365/,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
Heavy Armor Optimization,/feats/races-of-stone--82/heavy-armor-optimization--1366/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Heavy Lithoderms,/feats/races-of-stone--82/heavy-lithoderms--1367/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Heavyweight Wings,/feats/races-of-the-dragon--83/heavyweight-wings--1368/,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
Heighten Breath,/feats/draconomicon--92/heighten-breath--3224/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Heighten Power,/feats/psionics-handbook-30--46/heighten-power--1369/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
Heighten Spell,/feats/players-handbook-v35--6/heighten-spell--1371/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Heighten Spell-like ability,/feats/complete-arcane--55/heighten-spell-like-ability--1372/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Heighten Turning,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/heighten-turning--1374/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
Heighten Turning,/feats/faiths-pantheons--18/heighten-turning--1375/,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
Heighten Turning,/feats/libris-mortis-the-book-of-the-dead--71/heighten-turning--1376/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Heighten Turning,/feats/ghostwalk--94/heighten-turning--3555/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Hellbound knight,/feats/champions-of-ruin--27/hellbound-knight--1377/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
Hellsworn,/feats/exemplars-of-evil--64/hellsworn--1378/,Exemplars of Evil,/rulebooks/supplementals-35--5/exemplars-of-evil--64/
Heretic of the Faith,/feats/power-of-faerun--31/heretic-of-the-faith--1379/,Power of Faerun,/rulebooks/forgotten-realms-35--4/power-of-faerun--31/
Heroic Channeling,/feats/faiths-of-eberron--8/heroic-channeling--1380/,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
Heroic Companion,/feats/magic-of-eberron--9/heroic-companion--1381/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
Heroic Destiny,/feats/races-of-destiny--81/heroic-destiny--1382/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Heroic Devotion,/feats/faiths-of-eberron--8/heroic-devotion--1383/,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
Heroic Focus,/feats/magic-of-eberron--9/heroic-focus--1384/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
Heroic Metamagic,/feats/races-of-eberron--10/heroic-metamagic--1385/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Heroic Spirit,/feats/eberron-campaign-setting--12/heroic-spirit--1386/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Hibernate,/feats/dragon-compendium--109/hibernate--3368/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Hidden Blade,/feats/complete-scoundrel--60/hidden-blade--3290/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Hidden Strength,/feats/dragons-ebberon--112/hidden-strength--3587/,Dragons of Ebberon,/rulebooks/eberron-35--3/dragons-ebberon--112/
Hidden Talent,/feats/expanded-psionics-handbook--65/hidden-talent--1387/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Hide Power,/feats/psionics-handbook-30--46/hide-power--1388/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
High Sword Low Axe,/feats/complete-warrior--61/high-sword-low-axe--1389/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Highborn Drow,/feats/races-of-faerun--23/highborn-drow--1390/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Highborn Drow,/feats/underdark--34/highborn-drow--1391/,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
Highborn Drow,/feats/shadowdale-scouring-land--114/highborn-drow--3659/,Shadowdale: The Scouring of the Land,/rulebooks/forgotten-realms-35--4/shadowdale-scouring-land--114/
Hin Wandermage,/feats/races-of-faerun--23/hin-wandermage--1392/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Hindering Opportunist,/feats/players-handbook-ii--80/hindering-opportunist--1393/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Hindering Song,/feats/epic-level-handbook--41/hindering-song--1394/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Hold the Line,/feats/complete-warrior--61/hold-the-line--1395/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Hold the Line,/feats/deities-and-demigods--39/hold-the-line--1396/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
Hold the Line,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/hold-the-line--1397/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Hold the Line,/feats/shining-south--25/hold-the-line--1398/,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
Holy Ki Strike,/feats/book-of-exalted-deeds--52/holy-ki-strike--1399/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Holy Potency,/feats/complete-champion--57/holy-potency--1400/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Holy Radiance,/feats/book-of-exalted-deeds--52/holy-radiance--1401/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Holy Strike,/feats/complete-divine--56/holy-strike--1402/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Holy Strike,/feats/epic-level-handbook--41/holy-strike--1403/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Holy Subdual,/feats/book-of-exalted-deeds--52/holy-subdual--1404/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Holy Warrior,/feats/complete-champion--57/holy-warrior--1405/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Honest,/feats/unearthed-arcana--90/honest--1406/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Honest Merchant,/feats/oriental-adventures--96/honest-merchant--3706/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Honor bound,/feats/dragonlance-campaign-setting--98/honor-bound--3613/,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
Horrific Appearance,/feats/ghostwalk--94/horrific-appearance--3556/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Horse Nomad,/feats/forgotten-realms-campaign-setting--19/horse-nomad--1407/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Horse Nomad,/feats/players-guide-to-faerun--22/horse-nomad--1408/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Host Focus,/feats/complete-psionic--59/host-focus--1409/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Hostile Mind,/feats/expanded-psionics-handbook--65/hostile-mind--1410/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Hostile Mind, Improved,/feats/complete-psionic--59/hostile-mind-improved--1411/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Hover,/feats/monster-manual-ii--45/hover--1412/,Monster Manual II,/rulebooks/supplementals-35--5/monster-manual-ii--45/
Hover,/feats/monster-manual-v35--5/hover--1414/,Monster Manual v.3.5,/rulebooks/core-35--1/monster-manual-v35--5/
Hover,/feats/monster-manual-v--78/hover--1415/,Monster Manual V,/rulebooks/supplementals-35--5/monster-manual-v--78/
Hulking Brute,/feats/dragonlance-campaign-setting--98/hulking-brute--3614/,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
Human Heritage,/feats/races-of-destiny--81/human-heritage--1416/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Hunters Mark,/feats/dragonmarked--7/hunters-mark--1417/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Hurling Charge,/feats/miniatures-handbook--75/hurling-charge--3488/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Hurricane Breath,/feats/complete-mage--58/hurricane-breath--1419/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Hyena Tribe Hunter,/feats/shining-south--25/hyena-tribe-hunter--1420/,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
Iaijutsu Master,/feats/oriental-adventures--96/iaijutsu-master--3707/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Ice Harmonics,/feats/frostburn--68/ice-harmonics--1421/,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
Ice Troll Berserker,/feats/unapproachable-east--33/ice-troll-berserker--1422/,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
Icy Calling,/feats/frostburn--68/icy-calling--1423/,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
Ignore Material Components,/feats/epic-level-handbook--41/ignore-material-components--1424/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Ignore Special Requirements,/feats/tome-of-magic--89/ignore-special-requirements--1425/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Illiterate,/feats/unearthed-arcana--90/illiterate--1426/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Illithid Blast,/feats/complete-psionic--59/illithid-blast--1427/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Illithid Bloodline,/feats/dragon-compendium--109/illithid-bloosline--3369/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Illithid Compulsion,/feats/complete-psionic--59/illithid-compulsion--1428/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Illithid Enthusiast,/feats/complete-psionic--59/illithid-enthusiast--1429/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Illithid Extraction,/feats/complete-psionic--59/illithid-extraction--3408/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Illithid Grapple,/feats/complete-psionic--59/illithid-grapple--1431/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Illithid Heritage,/feats/complete-psionic--59/illithid-heritage--1432/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Illithid Legacy,/feats/complete-psionic--59/illithid-legacy--1433/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Illithid Legacy, Greater,/feats/complete-psionic--59/illithid-legacy-greater--3268/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Illithid Skin,/feats/complete-psionic--59/illithid-skin--1435/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Imbued Healing,/feats/complete-champion--57/imbued-healing--1436/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Imbued Summoning,/feats/players-handbook-ii--80/imbued-summoning--1437/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Impeding Attack ,/feats/complete-scoundrel--60/impeding-attack--1438/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Imperious Command,/feats/drow-of-the-underdark--93/imperious-command--3193/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Imprint Stone,/feats/expanded-psionics-handbook--65/imprint-stone--1439/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Improved Aid,/feats/oriental-adventures--96/improved-aid--3708/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Improved Alignment-Based Casting (Chaos),/feats/epic-level-handbook--41/improved-alignment-based-casting-chaos--1440/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Alignment-Based Casting (Evil),/feats/epic-level-handbook--41/improved-alignment-based-casting-evil--1441/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Alignment-Based Casting (Good),/feats/epic-level-handbook--41/improved-alignment-based-casting-good--1442/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Alignment-Based Casting (Law),/feats/epic-level-handbook--41/improved-alignment-based-casting-law--1443/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Arrow of Death,/feats/epic-level-handbook--41/improved-arrow-of-death--1444/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Assume Supernatural Ability,/feats/savage-species--47/improved-assume-supernatural-ability--1445/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Improved Aura of Courage,/feats/epic-level-handbook--41/improved-aura-of-courage--1446/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Aura of Despair,/feats/epic-level-handbook--41/improved-aura-of-despair--1447/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Binding,/feats/tome-of-magic--89/improved-binding--1448/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Improved Buckler Defense,/feats/complete-warrior--61/improved-buckler-defense--1449/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Improved Bull Rush,/feats/players-handbook-v35--6/improved-bull-rush--1451/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Improved Cohort,/feats/heroes-of-battle--69/improved-cohort--1452/,Heroes of Battle,/rulebooks/supplementals-35--5/heroes-of-battle--69/
Improved Cold Endurance,/feats/frostburn--68/improved-cold-endurance--1453/,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
Improved Combat Casting,/feats/complete-arcane--55/improved-combat-casting--1454/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Improved Combat Casting,/feats/epic-level-handbook--41/improved-combat-casting--1455/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Combat Expertise,/feats/complete-warrior--61/improved-combat-expertise--1456/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Improved Combat Reflexes,/feats/epic-level-handbook--41/improved-combat-reflexes--1457/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Control Visage,/feats/ghostwalk--94/improved-control-visage--3536/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Improved Cooperative Metamagic,/feats/players-guide-to-faerun--22/improved-cooperative-metamagic--1458/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Improved Counterspell,/feats/epic-level-handbook--41/improved-counterspell--1459/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Improved Counterspell,/feats/forgotten-realms-campaign-setting--19/improved-counterspell--1460/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
