id,name,link,book,bookLink
1683,Improved Elemental Wild Shape,/feats/dungeon-masters-guide-v35--4/improved-elemental-wild-shape--1476/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
1684,Improved Elemental Wild Shape,/feats/epic-level-handbook--41/improved-elemental-wild-shape--1477/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1685,Improved Energy Drain,/feats/libris-mortis-the-book-of-the-dead--71/improved-energy-drain--1478/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
1686,Improved Energy Resistance,/feats/races-of-faerun--23/improved-energy-resistance--1479/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
1687,Improved Essentia Capacity,/feats/magic-of-incarnum--74/improved-essentia-capacity--1480/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
1688,Improved Familiar,/feats/complete-scoundrel--60/improved-familiar--1481/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
1689,Improved Familiar,/feats/complete-warrior--61/improved-familiar--1482/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1690,Improved Familiar,/feats/forgotten-realms-campaign-setting--19/improved-familiar--1483/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
1691,Improved Familiar,/feats/players-guide-to-faerun--22/improved-familiar--1484/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
1692,Improved Familiar,/feats/races-of-faerun--23/improved-familiar--1485/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
1693,Improved Familiar,/feats/serpent-kingdoms--24/improved-familiar--1486/,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
1694,Improved Familiar,/feats/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/improved-familiar--1487/,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
1695,Improved Favored Enemy,/feats/complete-warrior--61/improved-favored-enemy--1488/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1696,Improved Favored Enemy,/feats/dungeon-masters-guide-v35--4/improved-favored-enemy--1489/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
1697,Improved Favored Enemy,/feats/epic-level-handbook--41/improved-favored-enemy--1490/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1698,Improved Feint,/feats/players-handbook-v35--6/improved-feint--1491/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1699,Improved fiendish Servant,/feats/champions-of-ruin--27/improved-fiendish-servant--1492/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
1700,Improved Flight,/feats/races-of-the-wild--84/improved-flight--1493/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
1701,Improved Flight,/feats/complete-adventurer--54/improved-flight--1494/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
1702,Improved Flight,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/improved-flight--1495/,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
1703,Improved Flight,/feats/races-of-faerun--23/improved-flight--1496/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
1704,Improved Flight Item,/feats/sharn-city-of-towers--11/improved-flight-item--1498/,Sharn: City of Towers,/rulebooks/eberron-35--3/sharn-city-of-towers--11/
1705,Improved Flyby Attack,/feats/epic-level-handbook--41/improved-flyby-attack--1499/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1706,Improved Flyby Attack,/feats/savage-species--47/improved-flyby-attack--1500/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
1707,Improved Fortification,/feats/monster-manual-iii--76/improved-fortification--1501/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
1708,Improved Fortification,/feats/eberron-campaign-setting--12/improved-fortification--1502/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
1709,Improved Frosty Touch,/feats/frostburn--68/improved-frosty-touch--1504/,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
1710,Improved Ghost Flight,/feats/ghostwalk--94/improved-ghost-flight--3558/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
1711,Improved Grapple,/feats/deities-and-demigods--39/improved-grapple--1505/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
1712,Improved Grapple,/feats/players-handbook-v35--6/improved-grapple--1506/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1713,Improved Grapple,/feats/unapproachable-east--33/improved-grapple--1507/,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
1714,Improved Grapple,/feats/oriental-adventures--96/improved-grapple--3709/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
1715,Improved Heat Endurance,/feats/sandstorm--85/improved-heat-endurance--1508/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
1716,Improved Heighten Spell,/feats/epic-level-handbook--41/improved-heighten-spell--1509/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1717,Improved Homunculus,/feats/magic-of-eberron--9/improved-homunculus--1510/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
1718,Improved Initiative,/feats/players-handbook-v35--6/improved-initiative--1512/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1719,Improved Ki Strike,/feats/epic-level-handbook--41/improved-ki-strike--1513/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1720,Improved Ki Strike,/feats/epic-level-handbook--41/improved-ki-strike--3650/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1721,Improved Levitation,/feats/races-of-faerun--23/improved-levitation--1514/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
1722,Improved Levitation,/feats/underdark--34/improved-levitation--3594/,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
1723,Improved Low Blow,/feats/races-of-faerun--23/improved-low-blow--1515/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
1724,Improved Low-Light Vision,/feats/epic-level-handbook--41/improved-low-light-vision--1516/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1725,Improved Maneuverability,/feats/draconomicon--92/improved-maneuverability--3225/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
1726,Improved Manifestation,/feats/epic-level-handbook--41/improved-manifestation--1517/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1727,Improved Manifestation,/feats/expanded-psionics-handbook--65/improved-manifestation--1518/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
1728,Improved Manyshot,/feats/epic-level-handbook--41/improved-manyshot--1519/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1729,Improved Metamagic,/feats/dungeon-masters-guide-v35--4/improved-metamagic--1520/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
1730,Improved Metamagic,/feats/epic-level-handbook--41/improved-metamagic--1521/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1731,Improved Metapsionics,/feats/expanded-psionics-handbook--65/improved-metapsionics--1522/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
1732,Improved Mounted Archery,/feats/complete-warrior--61/improved-mounted-archery--1523/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1733,Improved Multiattack,/feats/epic-level-handbook--41/improved-multiattack--1524/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1734,Improved Multiattack,/feats/savage-species--47/improved-multiattack--1525/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
1735,Improved Multiattack,/feats/draconomicon--92/improved-multiattack--3226/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
1736,Improved Multiweapon Fighting,/feats/deities-and-demigods--39/improved-multiweapon-fighting--1526/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
1737,Improved Multiweapon Fighting,/feats/savage-species--47/improved-multiweapon-fighting--1527/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
1738,Improved Multiweapon Fighting,/feats/epic-level-handbook--41/improved-multiweapon-fighting--3646/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1739,Improved Natural Armor,/feats/monster-manual-iii--76/improved-natural-armor--1528/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
1740,Improved Natural Armor,/feats/monster-manual-v35--5/improved-natural-armor--1529/,Monster Manual v.3.5,/rulebooks/core-35--1/monster-manual-v35--5/
1741,Improved Natural Armor,/feats/races-of-faerun--23/improved-natural-armor--1530/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
1742,Improved Natural Attack,/feats/eberron-campaign-setting--12/improved-natural-attack--1531/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
1743,Improved Natural Attack,/feats/monster-manual-iii--76/improved-natural-attack--1532/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
1744,Improved Natural Attack,/feats/monster-manual-v35--5/improved-natural-attack--1533/,Monster Manual v.3.5,/rulebooks/core-35--1/monster-manual-v35--5/
1745,Improved Natural Attack,/feats/monster-manual-iv--77/improved-natural-attack--1534/,Monster Manual IV,/rulebooks/supplementals-35--5/monster-manual-iv--77/
1746,Improved Natural Attack,/feats/monster-manual-v--78/improved-natural-attack--1535/,Monster Manual V,/rulebooks/supplementals-35--5/monster-manual-v--78/
1747,Improved Oneiromancy,/feats/heroes-of-horror--70/improved-oneiromancy--1536/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
1748,Improved Outer plane Heritage [Anarchic],/feats/planar-handbook--79/improved-outer-plane-heritage-anarchic--1537/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
1749,Improved Outer plane Heritage [Axiomatic],/feats/planar-handbook--79/improved-outer-plane-heritage-axiomatic--1538/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
1750,Improved Outer plane Heritage [Celestial],/feats/planar-handbook--79/improved-outer-plane-heritage-celestial--1539/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
1751,Improved Outer plane Heritage [Fiendish],/feats/planar-handbook--79/improved-outer-plane-heritage-fiendish--1540/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
1752,Improved Overrun,/feats/players-handbook-v35--6/improved-overrun--1541/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1753,Improved Overrun,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/improved-overrun--1542/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
1754,Improved paralysis,/feats/libris-mortis-the-book-of-the-dead--71/improved-paralysis--1543/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
1755,Improved Poltergeist Hand,/feats/ghostwalk--94/improved-poltergeist-hand--3560/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
1756,Improved Precise Shot,/feats/players-handbook-v35--6/improved-precise-shot--1544/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1757,Improved Psicrystal,/feats/psionics-handbook-30--46/improved-psicrystal--1545/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
1758,Improved Psicrystal,/feats/expanded-psionics-handbook--65/improved-psicrystal--1546/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
1759,Improved Rapid Shot,/feats/complete-warrior--61/improved-rapid-shot--1547/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1760,Improved Rapidstrike,/feats/draconomicon--92/improved-rapidstrike--3228/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
1761,Improved Resiliency,/feats/races-of-eberron--10/improved-resiliency--1548/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
1762,Improved Resist Dragonfear,/feats/dragonlance-campaign-setting--98/improved-resist-dragonfear--3616/,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
1763,Improved Rock Hurling,/feats/races-of-stone--82/improved-rock-hurling--1549/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
1764,Improved Scent,/feats/savage-species--47/improved-scent--1550/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
1765,Improved Shield Bash,/feats/players-handbook-v35--6/improved-shield-bash--1552/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1766,Improved Shield Bash,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/improved-shield-bash--3642/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
1767,Improved Shieldmate,/feats/miniatures-handbook--75/improved-shieldmate--1553/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
1768,Improved Sigil (Aesh),/feats/races-of-destiny--81/improved-sigil-aesh--1554/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
1769,Improved Sigil (Hoon),/feats/races-of-destiny--81/improved-sigil-hoon--1555/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
1770,Improved Sigil (Krau),/feats/races-of-destiny--81/improved-sigil-krau--1556/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
1771,Improved Sigil (Naen),/feats/races-of-destiny--81/improved-sigil-naen--1557/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
1772,Improved Sigil (Uur),/feats/races-of-destiny--81/improved-sigil-uur--1558/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
1773,Improved Sigil (Vaul),/feats/races-of-destiny--81/improved-sigil-vaul--1559/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
1774,Improved Skirmish ,/feats/complete-scoundrel--60/improved-skirmish--1560/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
1775,Improved Smiting,/feats/complete-divine--56/improved-smiting--1563/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
1776,Improved Snatch,/feats/draconomicon--92/improved-snatch--3229/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
1777,Improved Snatch Spell,/feats/players-guide-to-faerun--22/improved-snatch-spell--1564/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
1778,Improved Sneak Attack,/feats/dungeon-masters-guide-v35--4/improved-sneak-attack--1565/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
1779,Improved Sneak Attack,/feats/epic-level-handbook--41/improved-sneak-attack--1566/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1780,Improved Speed,/feats/draconomicon--92/improved-speed--3205/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
1781,Improved Spell Capacity,/feats/dungeon-masters-guide-v35--4/improved-spell-capacity--1567/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
1782,Improved Spell Capacity,/feats/epic-level-handbook--41/improved-spell-capacity--1568/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1783,Improved Spell Capacity,/feats/draconomicon--92/improved-spell-capacity--3230/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
1784,Improved Spell Resistance,/feats/epic-level-handbook--41/improved-spell-resistance--1569/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1785,Improved Spellpool Access,/feats/players-guide-to-faerun--22/improved-spellpool-access--1570/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
1786,Improved Spit,/feats/serpent-kingdoms--24/improved-spit--1571/,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
1787,Improved Stunning Fist,/feats/epic-level-handbook--41/improved-stunning-fist--1573/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1788,Improved Stunning Fist,/feats/dungeon-masters-guide-v35--4/improved-stunning-fist--3764/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
1789,Improved Stunning Fist,/feats/dungeon-masters-guide-v35--4/improved-stunning-fist--3765/,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
1790,Improved Sudden Strike,/feats/complete-adventurer--54/improved-sudden-strike--1574/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
1791,Improved Sunder,/feats/deities-and-demigods--39/improved-sunder--1575/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
1792,Improved Sunder,/feats/enemies-and-allies--17/improved-sunder--1576/,Enemies and Allies,/rulebooks/supplementals-30--7/enemies-and-allies--17/
1793,Improved Sunder,/feats/players-handbook-v35--6/improved-sunder--1577/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1794,Improved Sunder,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/improved-sunder--1578/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
1795,Improved Swimming,/feats/complete-adventurer--54/improved-swimming--1579/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
1796,Improved Swimming,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/improved-swimming--1580/,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
1797,Improved Toughness,/feats/complete-warrior--61/improved-toughness--1581/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1798,Improved Toughness,/feats/libris-mortis-the-book-of-the-dead--71/improved-toughness--1582/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
1799,Improved Toughness,/feats/monster-manual-iii--76/improved-toughness--1583/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
1800,Improved Toughness,/feats/monster-manual-iv--77/improved-toughness--1584/,Monster Manual IV,/rulebooks/supplementals-35--5/monster-manual-iv--77/
1801,Improved Toughness,/feats/monster-manual-v--78/improved-toughness--1585/,Monster Manual V,/rulebooks/supplementals-35--5/monster-manual-v--78/
1802,Improved Trip,/feats/players-handbook-v35--6/improved-trip--1587/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1803,Improved Turn Resistance,/feats/libris-mortis-the-book-of-the-dead--71/improved-turn-resistance--1588/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
1804,Improved Turn Resistance,/feats/savage-species--47/improved-turn-resistance--1589/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
1805,Improved Turn Resistance,/feats/ghostwalk--94/improved-turn-resistance--3561/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
1806,Improved Turning,/feats/players-handbook-v35--6/improved-turning--1590/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1807,Improved Two-Weapon Defense,/feats/complete-warrior--61/improved-two-weapon-defense--1591/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1808,Improved Two-Weapon Fighting,/feats/players-handbook-v35--6/improved-two-weapon-fighting--1593/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1809,Improved Unarmed Strike,/feats/players-handbook-v35--6/improved-unarmed-strike--1595/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
1810,Improved Weapon Familiarity,/feats/complete-warrior--61/improved-weapon-familiarity--1596/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
1811,Improved Weapon Familiarity,/feats/races-of-stone--82/improved-weapon-familiarity--1597/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
1812,Improved Web,/feats/savage-species--47/improved-web--1598/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
1813,Improved Whirlwind Attack,/feats/epic-level-handbook--41/improved-whirlwind-attack--1599/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1814,Inatenttive,/feats/unearthed-arcana--90/inatentive--1600/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
1815,Inattentive,/feats/unearthed-arcana--90/inattentive--1601/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
1816,Incarnum Resistance,/feats/magic-of-incarnum--74/incarnum-resistance--1602/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
1817,Incarnum Spellshaping,/feats/magic-of-incarnum--74/incarnum-spellshaping--1603/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
1818,Incarnum-Fortified Body,/feats/magic-of-incarnum--74/incarnum-fortified-body--1604/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
1819,Incite Rage,/feats/epic-level-handbook--41/incite-rage--1605/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1820,Incorporeal Form,/feats/ghostwalk--94/incorporeal-form--3482/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
1821,Incorporeal Spell Targeting,/feats/ghostwalk--94/incorporeal-spell-targeting--3562/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
1822,Incorporeal Target Fighting,/feats/ghostwalk--94/incorporeal-target-fighting--3563/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
1823,Indigo Strike,/feats/magic-of-incarnum--74/indigo-strike--1606/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
1824,Indomitable Discipline,/feats/players-guide-to-eberron--13/indomitable-discipline--1607/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
1825,Indomitable Soul,/feats/players-handbook-ii--80/indomitable-soul--1608/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
1826,Ineluctable Echo,/feats/unearthed-arcana--90/ineluctable-echo--1609/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
1827,Inertial Armor,/feats/psionics-handbook-30--46/inertial-armor--1610/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
1828,Infernal Bargainer,/feats/races-of-faerun--23/infernal-bargainer--1611/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
1829,Infernal Sorcerer Eyes,/feats/players-handbook-ii--80/infernal-sorcerer-eyes--1612/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
1830,Infernal Sorcerer Heritage,/feats/players-handbook-ii--80/infernal-sorcerer-heritage--1613/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
1831,Infernal Sorcerer Howl,/feats/players-handbook-ii--80/infernal-sorcerer-howl--1614/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
1832,Infernal Sorcerer Resistance,/feats/players-handbook-ii--80/infernal-sorcerer-resistance--1615/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
1833,Infinite Deflection,/feats/epic-level-handbook--41/infinite-deflection--1616/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
1834,Inhuman Reach,/feats/lords-of-madness--72/inhuman-reach--1617/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
1835,Inhuman Vision,/feats/lords-of-madness--72/inhuman-vision--1618/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
1836,Initiate of Aasterinian ,/feats/dragon-magic--62/initiate-of-aasterinian--1619/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
1837,Initiate of Amaunator,/feats/power-of-faerun--31/initiate-of-amaunator--1620/,Power of Faerun,/rulebooks/forgotten-realms-35--4/power-of-faerun--31/
1838,Initiate of Anhur,/feats/champions-of-valor--28/initiate-of-anhur--1621/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1839,Initiate of Arvoreen,/feats/champions-of-valor--28/initiate-of-arvoreen--1622/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1840,Initiate of Astilabor ,/feats/dragon-magic--62/initiate-of-astilabor--1623/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
1841,Initiate of Bahamut ,/feats/dragon-magic--62/initiate-of-bahamut--1624/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
1842,Initiate of Baravar Cloakshadow,/feats/champions-of-valor--28/initiate-of-baravar-cloakshadow--1625/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1843,Initiate of Eilistraee,/feats/champions-of-valor--28/initiate-of-eilistraee--1626/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1844,Initiate of Falazure ,/feats/dragon-magic--62/initiate-of-falazure--1627/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
1845,Initiate of Garyx ,/feats/dragon-magic--62/initiate-of-garyx--1628/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
1846,Initiate of Ghaunadaur,/feats/champions-of-ruin--27/initiate-of-ghaunadaur--1629/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
1847,Initiate of Gruumsh,/feats/champions-of-ruin--27/initiate-of-gruumsh--1630/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
1848,Initiate of Hlal ,/feats/dragon-magic--62/initiate-of-hlal--1631/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
1849,Initiate of Horus-Re,/feats/champions-of-valor--28/initiate-of-horus-re--1632/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
1850,Initiate of Ilmater,/feats/players-guide-to-faerun--22/initiate-ilmater--3271/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
1851,Initiate of Io ,/feats/dragon-magic--62/initiate-of-io--1633/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
1852,Initiate of Kossuth,/feats/champions-of-ruin--27/initiate-of-kossuth--1634/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
1853,Initiate of Lendys ,/feats/dragon-magic--62/initiate-of-lendys--1635/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
