id,name,link,isPrestige,book,bookLink
355,Fiendbinder,/classes/tome-of-magic--89/fiendbinder/,true,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
356,Fighter,/classes/eberron-campaign-setting--12/fighter/,false,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
357,Fighter,/classes/forgotten-realms-campaign-setting--19/fighter/,false,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
358,Fighter,/classes/players-handbook-v35--6/fighter/,false,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
359,Fighter Variant,/classes/unearthed-arcana--90/fighter-variant/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
360,Fist of Dal Quor,/classes/secrets-of-sarlona--14/fist-of-dal-quor/,true,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
361,Fist of Hextor,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/fist-of-hextor/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
362,Fist of Raziel,/classes/book-of-exalted-deeds--52/fist-of-raziel/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
363,Fist of the Forest,/classes/complete-champion--57/fist-of-the-forest/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
364,Fist of Zuoken,/classes/expanded-psionics-handbook--65/fist-of-zuoken/,true,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
365,Flayerspawn Psychic,/classes/complete-psionic--59/flayerspawn-psychic/,true,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
366,Fleet Runner of Ehlonna,/classes/dragon-compendium--109/fleet-runner-ehlonna/,true,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
367,Fleshwarper,/classes/lords-of-madness--72/fleshwarper/,true,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
368,Flux Adept,/classes/dragon-compendium--109/flux-adept/,true,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
369,Fochlucan Lyrist,/classes/complete-adventurer--54/fochlucan-lyrist/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
370,Foe Hunter,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/foe-hunter/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
371,Force Missile Mage,/classes/dragon-compendium--109/force-missile-mage/,true,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
372,Forest Master,/classes/faiths-pantheons--18/forest-master/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
373,Forest Reeve,/classes/complete-champion--57/forest-reeve/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
374,Forsaker,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/forsaker/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
375,Fortune&#39;s Friend,/classes/complete-scoundrel--60/fortunes-friend/,true,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
376,Frenzied Berserker,/classes/complete-warrior--61/frenzied-berserker/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
377,Frenzied Berserker,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/frenzied-berserker/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
378,Frost Mage,/classes/frostburn--68/frost-mage/,true,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
379,Frostrager,/classes/frostburn--68/frostrager/,true,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
380,Gatecrasher,/classes/manual-of-the-planes--43/gatecrasher/,true,Manual of the Planes,/rulebooks/supplementals-30--7/manual-of-the-planes--43/
381,Gatekeeper Mystagogue,/classes/players-guide-to-eberron--13/gatekeeper-mystagogue/,true,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
382,Geomancer,/classes/complete-divine--56/geomancer/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
383,Geomancer,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/geomancer/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
384,Geometer,/classes/complete-arcane--55/geometer/,true,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
385,Ghost Slayer,/classes/ghostwalk--94/ghost-slayer/,true,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
386,Ghost-faced Killer,/classes/complete-adventurer--54/ghost-faced-killer/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
387,Ghostwalker,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/ghostwalker/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
388,Giant-killer,/classes/silver-marches--97/giant-killer/,true,Silver Marches,/rulebooks/forgotten-realms-30--6/silver-marches--97/
389,Githyanki Racial Class,/classes/complete-psionic--59/githyanki-racial-class/,false,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
390,Githzerai Racial Class,/classes/complete-psionic--59/githzerai-racial-class/,false,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
391,Gladiator,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/gladiator/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
392,Glorious Servitor,/classes/lost-empires-of-faerun--30/glorious-servitor/,true,Lost Empires of Faerun,/rulebooks/forgotten-realms-35--4/lost-empires-of-faerun--30/
393,Gnome Artificer,/classes/magic-of-faerun--20/gnome-artificer/,true,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
394,Gnome Giant-slayer,/classes/complete-warrior--61/gnome-giant-slayer/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
395,Golden Cup (Paladin),/classes/champions-of-valor--28/golden-cup-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
396,Golden Lion (Paladin),/classes/champions-of-valor--28/golden-lion-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
397,Goldeye,/classes/faiths-pantheons--18/goldeye/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
398,Goliath Liberator,/classes/races-of-stone--82/goliath-liberator/,true,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
399,Gray Guard,/classes/complete-scoundrel--60/gray-guard/,true,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
400,Gray Hand Enforcer,/classes/city-of-splendors-waterdeep--16/gray-hand-enforcer/,true,City of Splendors: Waterdeep,/rulebooks/forgotten-realms-35--4/city-of-splendors-waterdeep--16/
401,Great Rift Deep Defender,/classes/shining-south--25/great-rift-deep-defender/,true,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
402,Great Rift Skyguard,/classes/races-of-faerun--23/great-rift-skyguard/,true,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
403,Great Sea Corsair,/classes/shining-south--25/great-sea-corsair/,true,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
404,Green Star Adept,/classes/complete-arcane--55/green-star-adept/,true,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
405,Guardian Paramount,/classes/epic-level-handbook--41/guardian-paramount/,true,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
406,Guild Thief,/classes/forgotten-realms-campaign-setting--19/guild-thief/,true,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
407,Guild Wizard of Waterdeep,/classes/magic-of-faerun--20/guild-wizard-of-waterdeep/,true,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
408,Half-giant Racial Class,/classes/complete-psionic--59/half-giant-racial-class/,false,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
409,Halfling Outrider,/classes/complete-warrior--61/halfling-outrider/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
410,Halfling Outrider,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/halfling-outrider/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
411,Halruaan Elder,/classes/shining-south--25/halruaan-elder/,true,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
412,Halruaan Magehound,/classes/shining-south--25/halruaan-magehound/,true,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
413,Hammer of Moradin,/classes/players-guide-to-faerun--22/hammer-of-moradin/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
414,Hand of the Adama,/classes/shining-south--25/hand-of-the-adama/,true,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
415,Hand of the Winged Masters,/classes/dragon-magic--62/hand-of-the-winged-masters/,true,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
416,Harper Agent,/classes/players-guide-to-faerun--22/harper-agent/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
417,Harper Mage,/classes/magic-of-faerun--20/harper-mage/,true,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
418,Harper Paragon,/classes/players-guide-to-faerun--22/harper-paragon/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
419,Harper Priest,/classes/magic-of-faerun--20/harper-priest/,true,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
420,Harper Scout,/classes/forgotten-realms-campaign-setting--19/harper-scout/,true,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
421,Hathran,/classes/forgotten-realms-campaign-setting--19/hathran/,true,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
422,Hathran,/classes/players-guide-to-faerun--22/hathran/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
423,Havoc Mage,/classes/miniatures-handbook--75/havoc-mage/,true,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
424,Haztaratain,/classes/secrets-of-sarlona--14/haztaratain/,true,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
425,Healer,/classes/miniatures-handbook--75/healer/,false,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
426,Heartwarder,/classes/faiths-pantheons--18/heartwarder/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
427,Heir of Siberys,/classes/eberron-campaign-setting--12/heir-of-siberys/,true,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
428,Hellbreaker,/classes/fiendish-codex-ii-tyrants-of-the-nine-hells--67/hellbreaker/,true,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/
429,Hellfire Warlock,/classes/fiendish-codex-ii-tyrants-of-the-nine-hells--67/hellfire-warlock/,true,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/
430,Hellreaver,/classes/fiendish-codex-ii-tyrants-of-the-nine-hells--67/hellreaver/,true,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/
431,Henshin Mystic,/classes/oriental-adventures--96/henshin-mystic/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
432,Hexblade,/classes/complete-warrior--61/hexblade/,false,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
433,Hexer,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/hexer/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
434,Hida Defender,/classes/oriental-adventures--96/hida-defender/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
435,Hidecarved Dragon,/classes/draconomicon--92/hidecarved-dragon/,true,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
436,Hierophant,/classes/dungeon-masters-guide-v35--4/hierophant/,true,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
437,Hierophant,/classes/forgotten-realms-campaign-setting--19/hierophant/,true,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
438,High Elemental Binder,/classes/players-guide-to-eberron--13/high-elemental-binder/,true,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
439,High Proselytizer,/classes/epic-level-handbook--41/high-proselytizer/,true,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
440,Highland Stalker,/classes/complete-adventurer--54/highland-stalker/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
441,Hin Fist,/classes/shining-south--25/hin-fist/,true,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
442,Hoardstealer,/classes/draconomicon--92/hoardstealer/,true,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
443,Holt Warden,/classes/complete-champion--57/holt-warden/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
444,Holy Judge (Paladin),/classes/champions-of-valor--28/holy-judge-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
445,Holy Liberator,/classes/complete-divine--56/holy-liberator/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
446,Holy Liberator,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/holy-liberator/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
447,Holy Scourge,/classes/complete-mage--58/holy-scourge/,true,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
448,Hordebreaker,/classes/silver-marches--97/hordebreaker/,true,Silver Marches,/rulebooks/forgotten-realms-30--6/silver-marches--97/
449,Horizon Walker,/classes/dungeon-masters-guide-v35--4/horizon-walker/,true,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
450,Horned Harbinger,/classes/faiths-pantheons--18/horned-harbinger/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
451,Hospitaler,/classes/complete-divine--56/hospitaler/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
452,Hospitaler,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/hospitaler/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
453,Hulking Hurler,/classes/complete-warrior--61/hulking-hurler/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
454,Hunter of the Dead,/classes/complete-warrior--61/hunter-of-the-dead/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
455,Hunter of the Dead,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/hunter-of-the-dead/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
456,Iaijutsu Master,/classes/oriental-adventures--96/iaijutsu-master/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
457,Illithid Body Tamer,/classes/underdark--34/illithid-body-tamer/,true,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
458,Illithid Savant,/classes/savage-species--47/illithid-savant/,true,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
459,Illithid Slayer,/classes/expanded-psionics-handbook--65/illithid-slayer/,true,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
460,Illumine Soul,/classes/complete-psionic--59/illumine-soul/,true,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
461,Illusionist Variant,/classes/unearthed-arcana--90/illusionist-variant/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
462,Imaskari Vengeance Taker,/classes/underdark--34/imaskari-vengeance-taker/,true,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
463,Impure Prince,/classes/magic-of-eberron--9/impure-prince/,true,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
464,Incandescent Champion,/classes/magic-of-incarnum--74/incandescent-champion/,true,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
465,Incantatrix,/classes/magic-of-faerun--20/incantatrix/,true,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
466,Incantatrix,/classes/players-guide-to-faerun--22/incantatrix/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
467,Incarnate,/classes/magic-of-incarnum--74/incarnate/,false,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
468,Incarnum Blade,/classes/magic-of-incarnum--74/incarnum-blade/,true,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
469,Initiate of Pistis Sophia,/classes/book-of-exalted-deeds--52/initiate-of-pistis-sophia/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
470,Initiate of the Draconic Mysteries,/classes/draconomicon--92/initiate-of-the-draconic-mysteries/,true,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
471,Initiate of the Sevenfold Veil,/classes/complete-arcane--55/initiate-of-the-sevenfold-veil/,true,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
472,Inquisitor,/classes/dragonlance-campaign-setting--98/inquisitor/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
473,Inquisitor of the Drowning Goddess,/classes/underdark--34/inquisitor-of-the-drowning-goddess/,true,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
474,Insidious Corruptor,/classes/drow-of-the-underdark--93/insidious-corruptor/,true,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
475,Invisible Blade,/classes/complete-warrior--61/invisible-blade/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
476,Iron Mind,/classes/races-of-stone--82/iron-mind/,true,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
477,Ironsoul Forgemaster,/classes/magic-of-incarnum--74/ironsoul-forgemaster/,true,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
478,Jade Phoenix Mage,/classes/tome-of-battle-the-book-of-nine-swords--88/jade-phoenix-mage/,true,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
479,Jaunter,/classes/expedition-to-the-demonweb-pits--99/jaunter/,true,Expedition to the Demonweb Pits,/rulebooks/supplementals-35--5/expedition-to-the-demonweb-pits--99/
480,Jester,/classes/dragon-compendium--109/jester/,false,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
481,Jordain Vizier,/classes/shining-south--25/jordain-vizier/,true,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
482,Justice of Weald and Woe,/classes/champions-of-ruin--27/justice-of-weald-and-woe/,true,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
483,Justiciar,/classes/complete-warrior--61/justiciar/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
484,Justiciar of Taiia,/classes/deities-and-demigods--39/justiciar-of-taiia/,true,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
485,Justiciar of Tyr,/classes/players-guide-to-faerun--22/justiciar-of-tyr/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
486,Keeper of the Cerulean Sign,/classes/lords-of-madness--72/keeper-of-the-cerulean-sign/,true,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
487,Kensai,/classes/complete-warrior--61/kensai/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
488,King/queen of the Wild,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/kingqueen-of-the-wild/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
489,Kinslayer,/classes/drow-of-the-underdark--93/kinslayer/,true,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
490,Kishi Charger,/classes/oriental-adventures--96/kishi-charger/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
491,Knight,/classes/players-handbook-ii--80/knight/,false,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
492,Knight of the Blue Moon,/classes/city-of-splendors-waterdeep--16/knight-of-the-blue-moon/,true,City of Splendors: Waterdeep,/rulebooks/forgotten-realms-35--4/city-of-splendors-waterdeep--16/
493,Knight of the Chalice,/classes/complete-warrior--61/knight-of-the-chalice/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
494,Knight of the Chalice,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/knight-of-the-chalice/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
495,Knight of the Crown,/classes/dragonlance-campaign-setting--98/knight-of-the-crown/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
496,Knight of the Flying Hunt,/classes/champions-of-valor--28/knight-flying-hunt/,true,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
497,Knight of the Iron Glacier,/classes/frostburn--68/knight-of-the-iron-glacier/,true,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
498,Knight of the Lily,/classes/dragonlance-campaign-setting--98/knight-of-the-lily/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
499,Knight of the Middle Circle,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/knight-of-the-middle-circle/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
500,Knight of the Pearl,/classes/stormwrack--87/knight-of-the-pearl/,true,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
501,Knight of the Raven,/classes/expedition-to-castle-ravenloft--102/knight-of-the-raven/,true,Expedition to Castle Ravenloft,/rulebooks/supplementals-35--5/expedition-to-castle-ravenloft--102/
502,Knight of the Rose,/classes/dragonlance-campaign-setting--98/knight-of-the-rose/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
503,Knight of the Sacred Seal,/classes/tome-of-magic--89/knight-of-the-sacred-seal/,true,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
504,Knight of the Skull,/classes/dragonlance-campaign-setting--98/knight-of-the-skull/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
505,Knight of the Sword,/classes/dragonlance-campaign-setting--98/knight-of-the-sword/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
506,Knight of the Thorn,/classes/dragonlance-campaign-setting--98/knight-of-the-thorn/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
507,Knight of the Weave,/classes/champions-of-valor--28/knight-weave/,true,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
508,Knight Phantom,/classes/five-nations--101/knight-phantom/,true,Five Nations,/rulebooks/eberron-35--3/five-nations--101/
509,Knight Protector,/classes/complete-warrior--61/knight-protector/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
510,Knight Protector of the Great Kingdom,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/knight-protector-of-the-great-kingdom/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
511,Knight-errant of Silverymoon,/classes/silver-marches--97/knight-errant-of-silverymoon/,true,Silver Marches,/rulebooks/forgotten-realms-30--6/silver-marches--97/
512,Landforged Walker,/classes/secrets-of-xendrik--15/landforged-walker/,true,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
513,Lasher,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/lasher/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
514,Legacy Champion,/classes/weapons-of-legacy--91/legacy-champion/,true,Weapons of Legacy,/rulebooks/supplementals-35--5/weapons-of-legacy--91/
515,Legendary Captain,/classes/stormwrack--87/legendary-captain/,true,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
516,Legendary Dreadnought,/classes/epic-level-handbook--41/legendary-dreadnought/,true,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
517,Legendary Leader,/classes/heroes-of-battle--69/legendary-leader/,true,Heroes of Battle,/rulebooks/supplementals-35--5/heroes-of-battle--69/
518,Legendary Tactician,/classes/dragonlance-campaign-setting--98/legendary-tactician/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
519,Leviathan Hunter,/classes/stormwrack--87/leviathan-hunter/,true,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
520,Lifedrinker,/classes/book-of-vile-darkness--37/lifedrinker/,true,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
521,Lightbringer,/classes/expedition-to-castle-ravenloft--102/lightbringer/,true,Expedition to Castle Ravenloft,/rulebooks/supplementals-35--5/expedition-to-castle-ravenloft--102/
522,Lion Legionnaire (Paladin),/classes/champions-of-valor--28/lion-legionnaire-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
523,Lion of Talisid,/classes/book-of-exalted-deeds--52/lion-of-talisid/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
524,Lord of Tides,/classes/sandstorm--85/lord-of-tides/,true,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
